shipment_gid,shipment_xid,shipment_name,transport_mode_gid,is_template,is_primary,is_spot_costed,is_credit_note,cm_prev_dest_location_gid,cm_next_source_location_gid,t_actual_cost_currency_gid,t_weighted_cost_currency_gid,total_trans_cost_currency_gid,loaded_distance_uom_code,unloaded_distance_uom_code,source_location_gid,dest_location_gid,start_time,end_time,freight_terms,parent_leg_gid,voyage_gid,servprov_gid,rate_offering_gid,rate_geo_gid,original_shipment_gid,shipment_group_gid,is_auto_merge_consolidate,perspective,flight_instance_id,total_weight_uom_code,total_volume_uom_code,total_ship_unit_count,total_packaging_unit_count,total_item_package_count,intermediary_corporation_gid,shipment_type_gid,route_code_combination_gid,rail_inter_modal_plan_gid,customer_rate_code,cofc_tofc,rail_return_location_gid,rail_return_route_gid,rule_11_indicator,current_stop_num,shipment_as_work,secondary_charge_rule_gid,check_time_constraint,check_cost_constraint,check_capacity_constraint,cm_name,cm_sequence_num,cm_cost,cm_cost_currency_gid,cm_cost_base,cm_empty_distance,cm_empty_distance_uom_code,cm_empty_distance_base,hazmat_mode_gid,hazmat_region_gid,weigh_code,rule_7,shipment_released,processing_code_gid,air_rail_route_code,payment_method_code_gid,inco_term_gid,dim_weight,dim_weight_uom_code,dim_weight_base,planned_cost_currency_gid,term_location_text,tariff_organization_number,tariff_organization_name,tariff_name,tariff_number,tariff_date,is_hazardous,is_temperature_control,is_cost_fixed,is_service_time_fixed,is_rate_geo_fixed,is_rate_offering_fixed,is_servprov_fixed,is_preload,is_fixed_tender_contact,is_to_be_held,is_preferred_carrier,is_equipment_fixed,is_recalc_totals,has_appointments,indicator,contact_gid,bulk_plan_gid,total_num_reference_units,itinerary_gid,feasibility_code_gid,num_order_releases,num_stops,total_net_weight_uom_code,total_net_volume_uom_code,earliest_start_time,latest_start_time,last_event_group_gid,repetition_schedule_gid,in_trailer_build,first_equipment_group_gid,bulk_cm_gid,vessel_gid,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,source_location_override_gid,dest_location_override_gid,equipment_reference_unit_gid,schedule_type,job_gid,port_of_load_location_gid,port_of_load_override_loc_gid,port_of_dis_location_gid,port_of_dis_override_loc_gid,insurance_policy_number,insurance_amount,insurance_amount_currency_gid,insurance_amount_base,insurance_premium,insurance_premium_currency_gid,insurance_premium_base,bol_type,bol_issuance_type,consol_gid,place_receipt_location_gid,place_deliver_location_gid,sail_date,rail_date,sail_cutoff_date,port_discharge_eta,port_of_exit_date,port_exit_loc_gid,container_delivery_loc_gid,container_pickup_loc_gid,nfrc_rule_gid,is_cpcty_override_applicable,planned_rate_offering_gid,planned_transport_mode_gid,planned_servprov_gid,planned_rate_geo_gid,is_permanent,is_memo_bl,duty_paid,exchange_rate_date,currency_gid,exchange_rate_gid,tot_matched_inv_cost_curr_gid,original_invoice_cost_curr_gid,total_approved_cost_curr_gid,source_pier_location_gid,dest_pier_location_gid,primary_order_base_gid,total_declared_value_gid,is_profit_split,shipping_agent_contact_gid,is_advanced_charge,load_config_engine_type_gid,appointment_priority_gid,is_fixed_distance,delivering_servprov_gid,originating_servprov_gid,chargeable_weight_uom_code,cm_cost_fn,cm_cost_fn_currency_gid,total_actual_c_fn,total_actual_c_fn_currency_gid,total_trans_c_fn,total_trans_c_fn_currency_gid,total_wt_cost_fn,total_wt_cost_fn_currency_gid,planned_cost_fn,planned_cost_fn_currency_gid,insurance_amt_fn,insurance_amt_fn_currency_gid,insurance_prem_fn,insurance_prem_fn_currency_gid,tot_match_inv_fn,tot_match_inv_fn_currency_gid,original_inv_c_fn,original_inv_c_fn_currency_gid,total_app_cost_fn,total_app_cost_fn_currency_gid,fixed_service_days,sighting_location_gid,sighting_date,prev_sighting_location_gid,prev_sighting_date,driver_gid,secondary_driver_gid,power_unit_gid,marked_for_purge,driver_assign_bulk_plan_gid,equipment_assign_bulk_plan_gid,prev_drop_inventory_processed,pick_inventory_processed,drop_inventory_processed,dim_volume,dim_volume_uom_code,dim_volume_base,chargeable_volume_uom_code,domain_name,insert_user,insert_date,update_user,update_date,planning_parameter_set_gid,num_equipment_ordered,em_phone_number,parcel_zone,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,combination_equip_grp_gid,si_cutoff_date,cfs_cutoff_date,src_arb_level_of_service_gid,dest_arb_level_of_service_gid,cfs_location_gid,is_fixed_voyage,job_name,load_date,ahead_late_time,ahead_late_time_base,ahead_late_time_uom_code,ahead_or_late,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,equipment_destination,eta_date,external_voyage_code,first_equipment_initial,first_equipment_number,is_ar_route_code_fixed,prev_equipment_destination,prev_reported_bs_status_code,prev_reporting_scac,projected_tour_name,reported_bs_status_code,reporting_scac,reservation_num,sole_packaged_item_gid,waybill_date,work_assignment_bulk_plan_gid,total_actual_cost,total_actual_cost_base,total_weighted_cost,total_weighted_cost_base,total_trans_cost,total_trans_cost_base,loaded_distance,loaded_distance_base,unloaded_distance,unloaded_distance_base,total_weight,total_weight_base,total_volume,total_volume_base,planned_cost,planned_cost_base,total_net_weight,total_net_weight_base,total_net_volume,total_net_volume_base,weight_utilization,volume_utilization,equip_ref_unit_utilization,tot_matched_invoice_cost,tot_matched_invoice_cost_base,original_invoice_cost,original_invoice_cost_base,total_approved_cost,total_approved_cost_base,total_declared_value,total_declared_value_base,chargeable_weight,chargeable_weight_base,chargeable_volume,chargeable_volume_base,projected_tour_sequence_num,max_num_retender
RC3.703032256N,703032256N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.4270,RC3.5150,2024-05-31 4:01:00,2024-05-31 5:01:00,,RC3.4422_CAG,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD,,,N,B,,LB,CUFT,2,0,2,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,COL,,,,,USD,,,,,,,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,G,RC3.CPU,,,RC3.USA-REGION_WORLD_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-05-31 4:01:00,2024-06-01 3:59:00,,,N,RC3.53_REF,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2024-05-28 15:46:17,RC3.ADMIN,2024-05-28 15:46:20,RC3.CAG_CPU,,,,,,RC3.INBOUND_STO,,1,,,,,20240531 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,0.01,0.01,10000.01,10000.01,,,1065,1065,0.00E+00,0.00E+00,90.99,90.99,1.399,1.399,0.01,0.01,90,90,1.333,1.333,0.00202,0.0004,0.00E+00,,,,,,,0.00E+00,0.00E+00,90.99,90.99,1.399,1.399,,
RC3.703033195N,703033195N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0001053765,RC3.2164,2024-06-18 4:01:00,2024-06-18 5:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,1,0,1552,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-05-28 22:47:55,2024-06-19 3:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2024-05-28 17:47:58,RC3.ADMIN,2024-05-28 17:48:03,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20240618 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010116969,,,0.01,0.01,10000.01,10000.01,,,389,389,0.00E+00,0.00E+00,1583.68,1583.68,2.134,2.134,0.01,0.01,1552,1552,0.022,0.022,0.00002,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,1583.68,1583.68,2.134,2.134,,
RC3.703032460N,703032460N,,TL,N,Y,N,N,,,CAD,CAD,,MI,MI,RC3.0003067740,RC3.50110003,2024-05-26 18:07:00,2024-05-27 4:01:00,,RC3.3074781,,RC3.LJAG,RC3.LJAG_TL,RC3.LJAG_VINELAND_USA-BOISBRIAND_CAN_53 FT TANDEM DRY,,,N,B,,LB,CUFT,20,0,93600,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,COL,FOB,,,,CAD,ORIGIN,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.LJAG,RC3.INBOUND BULK PLAN-20240528160021,,RC3.CAG_USA_CAN,FEASIBLE,1,2,LB,CUFT,2024-05-24 6:07:00,2024-05-27 18:05:00,,,N,RC3.53 FT TANDEM DRY,,,BOOKED,,,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.LJAG_TL,TL,RC3.LJAG,RC3.LJAG_VINELAND_USA-BOISBRIAND_CAN_53 FT TANDEM DRY,N,Y,NA,,CAD,DEFAULT,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 16:02:29,RC3.ADMIN,2024-05-28 16:02:55,RC3.CAG_IB,,,,,,RC3.INBOUND_PO,,1,,,,,20240527 23:59,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010122249,,,2500,1723.187207,2500,1723.187207,,,495,495,0.00E+00,0.00E+00,44892,44892,61.24,61.24,2500,1723.187207,43992,43992,1.24,1.24,0.89784,0.01633,0.00E+00,,,,,,,0.00E+00,0.00E+00,44892,44892,61.24,61.24,,
RC3.703031682N,703031682N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0003059618,RC3.3878,2024-06-05 13:24:00,2024-06-05 7:01:00,,,,RC3.DUMMY,,,,,N,B,,LB,CUFT,25,0,4200,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,R,,,,,FEASIBLE,1,2,LB,CUFT,,,,,N,RC3.53_REF,,,BOOKED,,,UTILIZATION_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,TL,RC3.DUMMY,,N,Y,NA,,USD,,,,,,,,USD,N,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,,RC3,RC3.ZMP0185,2024-05-28 13:25:11,RC3.ZMP0185,2024-05-28 13:26:47,RC3.CAG-IB-SW,,,,,,RC3.OUTBOUND_CSTO,,1,,,,,20240605 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000004132101645,,,5,5,5,5,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,30079.425,30079.425,1229.125,1229.125,5,5,28350,28350,1155,1155,0.66843,0.35118,0.00E+00,,,,,,,0.00E+00,0.00E+00,,,,,,
RC3.703032909N,703032909N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.3880,RC3.3926,2024-06-01 3:28:17,2024-06-02 4:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.SPOT,RC3.SPOT_TL_RATEOFFERING,RC3.SPOT_3880-3926_53_DRY,,,N,B,,LB,CUFT,61,0,7200,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.SPOT,RC3.12_00 PM STO BULK PLAN-20240528170023,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-31 5:01:00,2024-06-01 4:59:00,,,N,RC3.53_DRY,,,BOOKED,,,UTILIZATION_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SPOT_TL_RATEOFFERING,TL,RC3.SPOT,RC3.SPOT_3880-3926_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 17:03:36,RC3.ADMIN,2024-05-28 17:04:13,RC3.CAG_OB,,,,,,RC3.OUTBOUND_STO,,1,,,,,20240602 23:59,CAG,,,,,,,,,,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1390,1390,1390,1390,,,580,580,0.00E+00,0.00E+00,43769.882,43769.882,3082.267,3082.267,1390,1390,39583.182,39583.182,2902.837,2902.837,0.95152,0.81112,0.00E+00,,,,,,,0.00E+00,0.00E+00,43769.882,43769.882,3082.267,3082.267,,
RC3.703032324N,703032324N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.5687,RC3.0020042883_MICHIGANFRESH_48174_USA,2024-06-03 4:01:00,2024-06-03 5:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,37,0,4214,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,COL,,,,,USD,,,,,,,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,G,RC3.CPU,RC3.CPU_ORDERS_ALL_NO_SWG_5DAYS-20240528160021,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-06-03 4:01:00,2024-06-04 3:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.UAFIREOTMRC3ADM,2024-05-28 16:01:39,RC3.ADMIN,2024-05-28 16:02:15,RC3.CAG_CPU,,,,,,RC3.CPU,,1,,,,,,CAG,,,,,,,,,,36.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,0.01,0.01,10000.01,10000.01,,,260,260,0.00E+00,0.00E+00,35216.282,35216.282,2178.346,2178.346,0.01,0.01,32629.852,32629.852,2067.499,2067.499,0.00035,0.00002,0.00E+00,,,,,,,0.00E+00,0.00E+00,35216.282,35216.282,2178.346,2178.346,,
RC3.4506399004 /  - PLOGER,4506399004 /  - PLOGER,,TL,N,N,N,N,,,USD,USD,,MI,,RC3.4015,RC3.CPU,2024-05-31 10:00:00,2024-06-03 13:15:00,,,,RC3.CPU,,,,,N,B,,LB,CUFT,1,0,0,,APPOINTMENT,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,,,,FEASIBLE,0,2,LB,CUFT,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,N,Y,NA,,,,,,,,,,USD,N,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,,RC3,RC3.ZGJ3015,2024-05-28 12:15:45,RC3.ZGJ3015,2024-05-28 12:15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,0.00E+00,0.00E+00,,,1,1,1,1,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,,,,,,
RC3.703033208N,703033208N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0001037990,RC3.2101,2024-06-10 3:01:00,2024-06-10 4:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,25,0,94500,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-05-28 21:50:04,2024-06-11 2:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2024-05-28 17:50:06,RC3.ADMIN,2024-05-28 17:50:11,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20240610 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010051030,,,0.01,0.01,10000.01,10000.01,,,262,262,0.00E+00,0.00E+00,5188.5,5188.5,395.475,395.475,0.01,0.01,4063.5,4063.5,320.475,320.475,0.00005,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,5188.5,5188.5,395.475,395.475,,
RC3.703031584N,703031584N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.3880,RC3.0020001644,2024-06-02 4:43:06,2024-06-02 11:30:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.RCTH,RC3.RCTH_TL_RATEOFFERING,RC3.RCTH_3880-WI54660_53_DRY,,,N,B,,LB,CUFT,41,0,3934,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.56180021,RC3.20240528-0021,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,3,2,LB,CUFT,2024-06-01 5:01:00,2024-06-02 4:43:06,ACCEPTED,,N,RC3.53_DRY,,,ACCEPTED,,,UTILIZATION_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.RCTH_TL_RATEOFFERING,TL,RC3.RCTH,RC3.RCTH_3880-WI54660_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZBC3078,2024-05-28 12:43:51,RC3.ADMIN,2024-05-28 13:21:31,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,,,,,20240602 06:30,CAG,,,,,,,,,,37.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1621.47,1621.47,1621.47,1621.47,,,373,373,0.00E+00,0.00E+00,45133.774,45133.774,1927.112,1927.112,1621.47,1621.47,42476.644,42476.644,1813.235,1813.235,0.98117,0.50713,0.00E+00,,,,,,,0.00E+00,0.00E+00,45133.774,45133.774,1927.112,1927.112,,
RC3.703033306N,703033306N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0001016322,RC3.4208,2024-06-21 4:01:00,2024-06-21 5:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,20,0,40800,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2024-05-28 21:59:25,2024-06-22 3:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2024-05-28 17:59:28,RC3.ADMIN,2024-05-28 17:59:32,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20240621 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010006756,,,0.01,0.01,10000.01,10000.01,,,987,987,0.00E+00,0.00E+00,42300,42300,1354.84,1354.84,0.01,0.01,40800,40800,1294.84,1294.84,0.00042,0.00001,0.00E+00,,,,,,,0.00E+00,0.00E+00,42300,42300,1354.84,1354.84,,
RC3.703032525N,703032525N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.3877,RC3.0020038785,2024-06-01 6:59:00,2024-06-03 7:01:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.CFAA,RC3.CFAA_TL_RATEOFFERING,RC3.CFAA_3877-CA945_53_DRY,,,N,B,,LB,CUFT,15,0,1419,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,,FCA,,,,USD,NAMED PLACE OF SHIPMENT,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.CFAA,RC3.20240528-0072,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2024-05-31 7:01:00,2024-06-01 6:59:00,,,N,RC3.53_DRY,,,BOOKED,,,UTILIZATION_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CFAA_TL_RATEOFFERING,TL,RC3.CFAA,RC3.CFAA_3877-CA945_53_DRY,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,N,N,N,,,,CUFT,RC3,RC3.ZJS1237,2024-05-28 16:03:47,RC3.ADMIN,2024-05-28 16:03:49,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,,,,,20240603 23:59,CAG,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-05-28 13:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,416.1,416.1,416.1,416.1,,,73,73,0.00E+00,0.00E+00,34940.52,34940.52,779.169,779.169,416.1,416.1,34265.52,34265.52,734.169,734.169,0.75958,0.20504,0.00E+00,,,,,,,0.00E+00,0.00E+00,34940.52,34940.52,779.169,779.169,,
