shipment_gid,shipment_xid,shipment_name,transport_mode_gid,is_template,is_primary,is_spot_costed,is_credit_note,cm_prev_dest_location_gid,cm_next_source_location_gid,t_actual_cost_currency_gid,t_weighted_cost_currency_gid,total_trans_cost_currency_gid,loaded_distance_uom_code,unloaded_distance_uom_code,source_location_gid,dest_location_gid,start_time,end_time,freight_terms,parent_leg_gid,voyage_gid,servprov_gid,rate_offering_gid,rate_geo_gid,original_shipment_gid,shipment_group_gid,is_auto_merge_consolidate,perspective,flight_instance_id,total_weight_uom_code,total_volume_uom_code,total_ship_unit_count,total_packaging_unit_count,total_item_package_count,intermediary_corporation_gid,shipment_type_gid,route_code_combination_gid,rail_inter_modal_plan_gid,customer_rate_code,cofc_tofc,rail_return_location_gid,rail_return_route_gid,rule_11_indicator,current_stop_num,shipment_as_work,secondary_charge_rule_gid,check_time_constraint,check_cost_constraint,check_capacity_constraint,cm_name,cm_sequence_num,cm_cost,cm_cost_currency_gid,cm_cost_base,cm_empty_distance,cm_empty_distance_uom_code,cm_empty_distance_base,hazmat_mode_gid,hazmat_region_gid,weigh_code,rule_7,shipment_released,processing_code_gid,air_rail_route_code,payment_method_code_gid,inco_term_gid,dim_weight,dim_weight_uom_code,dim_weight_base,planned_cost_currency_gid,term_location_text,tariff_organization_number,tariff_organization_name,tariff_name,tariff_number,tariff_date,is_hazardous,is_temperature_control,is_cost_fixed,is_service_time_fixed,is_rate_geo_fixed,is_rate_offering_fixed,is_servprov_fixed,is_preload,is_fixed_tender_contact,is_to_be_held,is_preferred_carrier,is_equipment_fixed,is_recalc_totals,has_appointments,indicator,contact_gid,bulk_plan_gid,total_num_reference_units,itinerary_gid,feasibility_code_gid,num_order_releases,num_stops,total_net_weight_uom_code,total_net_volume_uom_code,earliest_start_time,latest_start_time,last_event_group_gid,repetition_schedule_gid,in_trailer_build,first_equipment_group_gid,bulk_cm_gid,vessel_gid,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,source_location_override_gid,dest_location_override_gid,equipment_reference_unit_gid,schedule_type,job_gid,port_of_load_location_gid,port_of_load_override_loc_gid,port_of_dis_location_gid,port_of_dis_override_loc_gid,insurance_policy_number,insurance_amount,insurance_amount_currency_gid,insurance_amount_base,insurance_premium,insurance_premium_currency_gid,insurance_premium_base,bol_type,bol_issuance_type,consol_gid,place_receipt_location_gid,place_deliver_location_gid,sail_date,rail_date,sail_cutoff_date,port_discharge_eta,port_of_exit_date,port_exit_loc_gid,container_delivery_loc_gid,container_pickup_loc_gid,nfrc_rule_gid,is_cpcty_override_applicable,planned_rate_offering_gid,planned_transport_mode_gid,planned_servprov_gid,planned_rate_geo_gid,is_permanent,is_memo_bl,duty_paid,exchange_rate_date,currency_gid,exchange_rate_gid,tot_matched_inv_cost_curr_gid,original_invoice_cost_curr_gid,total_approved_cost_curr_gid,source_pier_location_gid,dest_pier_location_gid,primary_order_base_gid,total_declared_value_gid,is_profit_split,shipping_agent_contact_gid,is_advanced_charge,load_config_engine_type_gid,appointment_priority_gid,is_fixed_distance,delivering_servprov_gid,originating_servprov_gid,chargeable_weight_uom_code,cm_cost_fn,cm_cost_fn_currency_gid,total_actual_c_fn,total_actual_c_fn_currency_gid,total_trans_c_fn,total_trans_c_fn_currency_gid,total_wt_cost_fn,total_wt_cost_fn_currency_gid,planned_cost_fn,planned_cost_fn_currency_gid,insurance_amt_fn,insurance_amt_fn_currency_gid,insurance_prem_fn,insurance_prem_fn_currency_gid,tot_match_inv_fn,tot_match_inv_fn_currency_gid,original_inv_c_fn,original_inv_c_fn_currency_gid,total_app_cost_fn,total_app_cost_fn_currency_gid,fixed_service_days,sighting_location_gid,sighting_date,prev_sighting_location_gid,prev_sighting_date,driver_gid,secondary_driver_gid,power_unit_gid,marked_for_purge,driver_assign_bulk_plan_gid,equipment_assign_bulk_plan_gid,prev_drop_inventory_processed,pick_inventory_processed,drop_inventory_processed,dim_volume,dim_volume_uom_code,dim_volume_base,chargeable_volume_uom_code,domain_name,insert_user,insert_date,update_user,update_date,planning_parameter_set_gid,num_equipment_ordered,em_phone_number,parcel_zone,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,combination_equip_grp_gid,si_cutoff_date,cfs_cutoff_date,src_arb_level_of_service_gid,dest_arb_level_of_service_gid,cfs_location_gid,is_fixed_voyage,job_name,load_date,ahead_late_time,ahead_late_time_base,ahead_late_time_uom_code,ahead_or_late,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,equipment_destination,eta_date,external_voyage_code,first_equipment_initial,first_equipment_number,is_ar_route_code_fixed,prev_equipment_destination,prev_reported_bs_status_code,prev_reporting_scac,projected_tour_name,reported_bs_status_code,reporting_scac,reservation_num,sole_packaged_item_gid,waybill_date,work_assignment_bulk_plan_gid,total_actual_cost,total_actual_cost_base,total_weighted_cost,total_weighted_cost_base,total_trans_cost,total_trans_cost_base,loaded_distance,loaded_distance_base,unloaded_distance,unloaded_distance_base,total_weight,total_weight_base,total_volume,total_volume_base,planned_cost,planned_cost_base,total_net_weight,total_net_weight_base,total_net_volume,total_net_volume_base,weight_utilization,volume_utilization,equip_ref_unit_utilization,tot_matched_invoice_cost,tot_matched_invoice_cost_base,original_invoice_cost,original_invoice_cost_base,total_approved_cost,total_approved_cost_base,total_declared_value,total_declared_value_base,chargeable_weight,chargeable_weight_base,chargeable_volume,chargeable_volume_base,projected_tour_sequence_num,max_num_retender
RC3.701198682N,701198682N,,LTL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.0020001479,RC3.3876,2022-01-20 19:11:16,2022-01-21 19:11:16,,,,RC3.RBT2,RC3.RBT2_SOLO_SPOT_RATEOFFERING,,,,N,B,,LB,CUFT,5,0,579,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,G,RC3.RBT2,,,,FEASIBLE,1,2,LB,CUFT,2022-01-20 19:11:16,2022-01-20 19:11:16,MISC,,N,RC3.53_DRY,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.RBT2_SOLO_SPOT_RATEOFFERING,LTL,RC3.RBT2,,N,Y,NA,,USD,,USD,USD,USD,,,,USD,N,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,,RC3,RC3.ZSA3019,2022-01-11 8:58:18,DBA.ADMIN,2024-02-17 3:20:50,RC3.CAG-IB-SW,,,,,,RC3.OUTBOUND_RETURNS,,1,,,,,,CAG,,,,,,,ACCRUAL SENT,,,4.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000007092047806,,,336.68,336.68,336.68,336.68,336.67,336.67,153,153,0.00E+00,0.00E+00,4960.02,4960.02,221.645,221.645,278.25,278.25,4638.37,4638.37,207.86,207.86,0.10333,0.05833,0.00E+00,336.67,336.67,336.67,336.67,336.67,336.67,0.00E+00,0.00E+00,,,,,,
RC3.701198820N,701198820N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.5129,RC3.0020001167,2022-01-20 23:45:00,2022-01-21 17:24:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.HTSS,RC3.HTSS_TL_RATEOFFERING,,,,N,B,,LB,CUFT,38,0,1419,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.HTSS,RC3.SALES ORDERS NO LTL 7 DAYS-03:00-20220111090018,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,1,2,LB,CUFT,2022-01-16 5:01:00,2022-01-17 4:59:00,DELIVERED,,N,RC3.53_REF,,,ACCEPTED,,DELIVERED,UTILIZATION_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.HWLS_TL_RATEOFFERING,TL,RC3.HWLS,RC3.HWLS_5129-VA201_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZDE0141,2022-01-11 9:09:38,DBA.ADMIN,2024-02-17 3:20:50,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,Covered,,,PGI COMPLETE,20220117 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,38.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,2022.27,2022.27,2022.27,2022.27,2022.27,2022.27,129,129,0.00E+00,0.00E+00,30849.003,30849.003,1233.428,1233.428,1323,1323,28683.133,28683.133,1140.605,1140.605,0.68553,0.35241,0.00E+00,2022.27,2022.27,1557.27,1557.27,2022.27,2022.27,0.00E+00,0.00E+00,36615.203,36615.203,1455.135,1455.135,,
RC3.701197740N,701197740N,,LTL,N,Y,N,N,,,CAD,CAD,CAD,MI,MI,RC3.77,RC3.022900-0019,2022-01-13 17:02:00,2022-01-17 23:51:00,,RC3.3075780,,RC3.HDSW,RC3.HDSW_LTL,RC3.HDSW_77-022900-0019_53 FT LTL DRY,,,N,B,,LB,CUFT,4,0,424,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,,,,,CAD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,G,RC3.HDSW,RC3.20220110-0081,,RC3.CAG_CANADA,TIME_INFEASIBLE,1,2,LB,CUFT,2022-01-10 18:36:07,2022-01-13 6:59:59,DELIVERED,,N,RC3.53 FT LTL DRY,,,ACCEPTED,,DELIVERED,UTILIZATION_10,UTILIZATION_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.HDSW_LTL,LTL,RC3.HDSW,RC3.HDSW_77-022900-0019_53 FT LTL DRY,N,Y,NA,,CAD,DEFAULT,CAD,CAD,CAD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZFD3002,2022-01-10 18:36:19,DBA.ADMIN,2024-02-17 3:20:50,RC3.CAG_CAN_PLANNING,,,,YES,SALES_ORDER,,ACTUALS,,,,,,,CAN,16,,,,,,,,CAD,4,,,,,,,115.32,16.7,0.00E+00,2022-01-14 23:59:59,,,,,,2022-01-14 18:21:45,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,132.02,90.99807003,132.02,90.99807003,144.42,99.54507858,8,8,0.00E+00,0.00E+00,3158.648,3158.648,153.504,153.504,132.02,90.99807003,2903.648,2903.648,153.504,153.504,0.06317,0.00409,0.00E+00,144.42,99.54507858,132.02,90.99807003,144.42,99.54507858,0.00E+00,0.00E+00,3158.648,3158.648,153.504,153.504,,
RC3.701043968N,701043968N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0001012763,RC3.2101,2022-02-21 4:01:00,2022-02-21 5:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,23,0,40000,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPA,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2022-02-11 12:57:25,2022-02-22 3:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2021-11-10 16:10:11,DBA.ADMIN,2024-02-17 3:20:48,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20220210 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010070910,,,0.01,0.01,10000.01,10000.01,,,181,181,0.00E+00,0.00E+00,41599.985,41599.985,69.276,69.276,0.01,0.01,39999.99,39999.99,0.69,0.69,0.00042,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,41599.985,41599.985,69.276,69.276,,
RC3.701045700N,701045700N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0003035649,RC3.5446,2022-02-18 5:01:00,2022-02-18 6:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,20,0,40250,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPA,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,R,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2021-12-21 22:01:03,2022-02-19 4:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2021-11-10 22:34:42,DBA.ADMIN,2024-02-17 3:20:48,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20220211 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010096690,,,0.01,0.01,10000.01,10000.01,,,534,534,0.00E+00,0.00E+00,41155.62,41155.62,61.16,61.16,0.01,0.01,40250,40250,0.8,0.8,0.00041,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,41155.62,41155.62,61.16,61.16,,
RC3.701107804N,701107804N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.0003059618,RC3.5163,2022-02-16 13:30:00,2022-02-16 21:15:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.LUAC,RC3.LUAC_TL_RATEOFFERING,RC3.LUAC_CA917-CA917_53_REF,,,N,B,,LB,CUFT,28,0,2016,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.LUAC,RC3.BP - COMAN ORDER RELEASES - 2PM-20211205190052,,RC3.USA_USA_TL_IM_LTL_POOL,FEASIBLE,1,2,LB,CUFT,2022-02-02 16:58:03,2022-02-17 12:36:00,DELIVERED,,N,RC3.53_REF,,,ACCEPTED,,DELIVERED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.MTEN_TL_RATEOFFERING,TL,RC3.MTEN,RC3.MTEN_CA917-CA917_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZDE0141,2021-12-05 19:01:08,DBA.ADMIN,2024-02-17 3:20:49,RC3.CAG-IB-COMAN,,,,,,RC3.OUTBOUND_CSTO,,1,,,,,20211214 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000003377601165,,,505.7,505.7,505.7,505.7,505.7,505.7,10,10,0.00E+00,0.00E+00,39501.952,39501.952,1156.512,1156.512,600,600,37541.952,37541.952,1072.512,1072.512,0.87782,0.33043,0.00E+00,505.7,505.7,505.7,505.7,505.7,505.7,0.00E+00,0.00E+00,39501.952,39501.952,1156.512,1156.512,,
RC3.701132805N,701132805N,,TL,N,Y,N,N,,,USD,USD,,MI,MI,RC3.0003043810,RC3.5014,2022-02-16 5:01:00,2022-02-16 6:01:00,,RC3.3077778,,RC3.CPU,RC3.CPU_CE_RATEOFFERING,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,,,N,B,,LB,CUFT,5,0,3750,,TRANSPORT,,,,,,,,,N,,Y,Y,Y,,,,,,,,,,,A,N,Y,,,PPD,,,,,USD,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.CPU,,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,FEASIBLE,1,2,LB,CUFT,2022-01-31 21:22:04,2022-02-17 4:59:00,,,N,RC3.VENDOR_EQUIP,,,ACCEPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.CPU_CE_RATEOFFERING,TL,RC3.CPU,RC3.CPU_CE_USA-REGION_WORLD_VENDOR,N,Y,NA,,USD,RC3.CAG_EXC_RATE,,,,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ADMIN,2021-12-14 14:58:03,DBA.ADMIN,2024-02-17 3:20:49,RC3.CAG_CPU,,,,,,RC3.INBOUND_PO,,1,,,,,20220128 23:59,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000000010032130,,,0.01,0.01,10000.01,10000.01,,,434,434,0.00E+00,0.00E+00,3975,3975,134.01,134.01,0.01,0.01,3750,3750,119.01,119.01,0.00004,0.00E+00,0.00E+00,,,,,,,0.00E+00,0.00E+00,3975,3975,134.01,134.01,,
RC3.701158783N,701158783N,,TL,N,Y,Y,N,,,USD,USD,USD,MI,MI,RC3.5129,RC3.0020044098,2022-01-03 23:47:00,2022-01-04 9:48:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.HTSS,RC3.HTSS_TL_RATEOFFERING,,,,N,B,,LB,CUFT,45,0,3978,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.HTSS,RC3.SALES ORDERS NO LTL 7 DAYS-03:00-20211224090052,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,1,2,LB,CUFT,2021-12-31 5:01:00,2022-01-01 4:59:00,MISC,,N,RC3.53_REF,,,ACCEPTED,,DELIVERED,UTILIZATION_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.SBFG_TL_RATEOFFERING,TL,RC3.SBFG,RC3.SBFG_5129-MD217_53_REF,N,Y,NA,,,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZDE0141,2021-12-24 9:07:20,DBA.ADMIN,2024-02-17 3:20:49,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,Spot Rate,,,PGI COMPLETE,20220102 23:59,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,52.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1333.41,1333.41,1333.41,1333.41,1333.41,1333.41,79,79,0.00E+00,0.00E+00,33240.176,33240.176,2100.259,2100.259,1056.97,1056.97,30197.766,30197.766,1969.87,1969.87,0.73867,0.60007,0.00E+00,1333.41,1333.41,1333.41,1333.41,1333.41,1333.41,0.00E+00,0.00E+00,40970.933,40970.933,2585.914,2585.914,,
RC3.701158855N,701158855N,,TL,N,Y,Y,N,,,USD,USD,USD,MI,MI,RC3.5129,RC3.0020042979,2022-01-20 1:35:00,2022-01-20 14:09:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.HTSS,RC3.HTSS_TL_RATEOFFERING,,,,N,B,,LB,CUFT,57,0,56872,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,G,RC3.HTSS,RC3.SALES ORDERS NO LTL 7 DAYS-03:00-20211224090052,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,2,2,LB,CUFT,2022-01-20 1:35:00,2022-01-20 1:35:00,DELIVERED,,N,RC3.53_REF,,,ACCEPTED,,DELIVERED,UTILIZATION_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.HLIS_TL_RATEOFFERING,TL,RC3.HLIS,RC3.HLIS_5129-PA179_53_REF,N,Y,NA,,,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZDE0141,2021-12-24 9:07:30,DBA.ADMIN,2024-02-17 3:20:49,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,Spot Rate,,,PGI COMPLETE,20220102 08:00,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,1796.22,1796.22,1434.22,1434.22,1796.22,1796.22,80,80,0.00E+00,0.00E+00,43339.769,43339.769,2307.842,2307.842,819,819,39467.215,39467.215,2141.87,2141.87,0.96311,0.65938,0.00E+00,1796.22,1796.22,1434.22,1434.22,1796.22,1796.22,0.00E+00,0.00E+00,44792.631,44792.631,2395.093,2395.093,,
RC3.700948440N,700948440N,,TL,N,Y,N,N,,,USD,USD,USD,MI,MI,RC3.5124,RC3.0020000900,2021-10-13 22:17:00,2021-10-15 2:38:00,,RC3.USA_USA_TL_IM_LTL_POOL_CAG,,RC3.HTSS,RC3.HTSS_TL_RATEOFFERING,,,,N,B,,LB,CUFT,28,0,3640,,TRANSPORT,,,,,,,,,N,,Y,Y,N,,,,,,,,,,,A,N,Y,,,PPD,FOB,,,,USD,DESTINATION,,,,,,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,G,RC3.HTSS,RC3.SALES ORDERS NO LTL 7 DAYS-20211007080019,,RC3.USA_USA_TL_IM_LTL_POOL,TIME_INFEASIBLE,1,2,LB,CUFT,2021-10-13 22:17:00,2021-10-11 4:59:00,ARRIVED,,N,RC3.53_REF,,,ACCEPTED,,ARRIVED,UTILIZATION_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,RC3.NAVE_TL_RATEOFFERING,TL,RC3.NAVE,RC3.NAVE_IL610-AR72830_53_REF,N,Y,NA,,USD,RC3.CAG_EXC_RATE,USD,USD,USD,,,,USD,N,,N,,,N,,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,N,N,N,,,,CUFT,RC3,RC3.ZJS0587,2021-10-07 8:13:33,DBA.ADMIN,2024-02-17 3:20:48,RC3.CAG_OB,,,,,,RC3.OUTBOUND_SO,,1,,,,PGI COMPLETE,20211012 18:45,CAG,,,,,,AUTO PAY RULE PASS,ACCRUAL SENT,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CAG_M_OTM_RPT_SHIPMENT_DELTA,2024-02-18 13:18:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,RC3.000000001278110119,,,3290.68,3290.68,3290.68,3290.68,3290.68,3290.68,632,632,0.00E+00,0.00E+00,32637.92,32637.92,2646.56,2646.56,1497,1497,30677.92,30677.92,2562.56,2562.56,0.72529,0.75616,0.00E+00,3290.68,3290.68,3290.68,3290.68,3290.68,3290.68,0.00E+00,0.00E+00,32637.92,32637.92,2646.56,2646.56,,
