order_release_gid,order_release_xid,order_release_name,order_release_type_gid,is_template,order_base_gid,source_location_gid,dest_location_gid,early_pickup_date,late_pickup_date,early_delivery_date,late_delivery_date,fixed_itinerary_gid,assigned_itinerary_gid,fixed_sell_itinerary_gid,ship_unit_origin,total_weight,total_weight_uom_code,total_weight_base,total_volume,total_volume_uom_code,total_volume_base,total_packaging_unit_count,total_item_package_count,max_length,max_length_uom_code,max_length_base,max_width,max_width_uom_code,max_width_base,max_height,max_height_uom_code,max_height_base,plan_from_location_gid,plan_to_location_gid,assigned_sell_itinerary_gid,indicator,bulk_plan_gid,best_direct_cost_buy,best_dircost_buy_currency_gid,best_direct_cost_buy_base,best_direct_cost_sell,best_dircost_sell_currency_gid,best_direct_cost_sell_base,best_direct_rateoffer_gid_buy,best_direct_rateoffer_gid_sell,buy_general_ledger_gid,sell_general_ledger_gid,total_net_weight,total_net_weight_uom_code,total_net_weight_base,total_net_volume,total_net_volume_uom_code,total_net_volume_base,sell_bulk_plan_gid,total_ship_unit_count,load_point,unload_point,pickup_is_appt,delivery_is_appt,plan_from_load_point,plan_to_unload_point,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,external_system_id,payment_method_code_gid,inco_term_gid,term_location_text,planning_group_gid,time_window_emphasis_gid,is_known_shipper,dim_rate_factor_gid,release_method_gid,final_inco_term,final_text_location,inspection_number,inspection_schedule_date,inspection_date,survey_lay_can_date,loc_number,loc_issue_date,loc_received_date,loc_latest_shipping_date,loc_negotiated_days,loc_amount,loc_amount_currency_gid,loc_amount_base,loc_advising_number,loc_confirming_number,src_location_override_gid,dest_location_override_gid,plan_from_loc_override_gid,plan_to_loc_override_gid,secondary_t_weight,secondary_t_weight_uom_code,secondary_t_weight_base,secondary_t_volume,secondary_t_volume_uom_code,secondary_t_volume_base,rate_service_profile_gid,servprov_gid,servprov_profile_gid,transport_mode_gid,mode_profile_gid,equipment_group_gid,equipment_group_profile_gid,rate_offering_gid,rate_geo_gid,sell_rate_offering_gid,sell_rate_geo_gid,must_ship_direct,must_ship_thru_x_dock,must_ship_thru_pool,ship_with_group,primary_leg_source_loc_gid,prim_leg_src_loc_override_gid,port_of_load_location_gid,port_of_load_loc_override_gid,port_of_dis_location_gid,port_of_dis_loc_override_gid,primary_leg_dest_loc_gid,prim_leg_dest_override_loc_gid,import_license_required,import_license_issue_date,import_license_receive_date,import_license_expiration_date,import_license_number,loc_expiration_date,is_loc_required,inspection_required,unitization_condition_name,stuff_location_gid,destuff_location_gid,customer_unitization_request,default_stowage_mode,consolidation_type_gid,move_perspective_gid,quote_gid,commercial_payment_code_gid,is_loc_stale,ult_dest_country_code3_gid,template_type,bundling_type,is_consolidate_or_equipment,duty_paid,quote_option_number,partition_gid,total_declared_value,total_declared_value_gid,total_declared_value_base,buy_itinerary_profile_gid,sell_itinerary_profile_gid,buffer_type,sell_servprov_gid,sell_servprov_profile_gid,is_ignore_location_calendar,rate_service_gid,ship_unit_width,ship_unit_width_uom_code,ship_unit_width_base,ship_unit_length,ship_unit_length_uom_code,ship_unit_length_base,ship_unit_height,ship_unit_height_uom_code,ship_unit_height_base,ship_unit_diameter,ship_unit_diameter_uom_code,ship_unit_diameter_base,transport_handling_unit_gid,on_rt_execution,is_splittable,pickup_routing_sequence_gid,dropoff_routing_sequence_gid,latest_est_delivery_date,otm_version,priority,latest_est_pickup_date,marked_for_purge,pickup_rail_carrier,delivery_rail_carrier,equipment_type_gid,domain_name,insert_user,insert_date,update_user,update_date,rail_route_code_gid,em_phone_number,leg_consolidation_group_gid,is_pre_entered_pu,routing_constraint_gid,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,allocation_group_gid,earliest_est_pickup_date,job_name,load_date,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,early_sail_date,external_voyage_code,is_direct_voyage,is_topoff,late_sail_date,voyage_gid
RC3.4504021258,4504021258,"",RC3.OUTBOUND_STO,N,"",RC3.2106,RC3.3875,2024-06-05 05:01:00.000000,2024-06-06 04:59:00.000000,2024-06-07 04:01:00.000000,2024-06-08 03:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",43322.081999999995000,LB,43322.081999999995000,789.661000000000100,CUFT,789.661000000000100,"",1302,"","","","","","","","","",RC3.2106,"","",G,RC3.20240528-0055,"","","","","","","","",RC3.504096,"",42182.823000000004000,LB,42182.823000000004000,740.842000000000000,CUFT,740.842000000000000,"",17.000000000000000,"","",N,N,"","",TENDERED,"","","","","","","","","","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:01:38.000000,RC3.ADMIN,2024-05-28 15:26:46.000000,"","","",N,"","","","","","","","","","",RC3.703032086N,CAG,"","",ORDER_CREATE_SUCCESS,TQYL,"","","","","",0E-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:29.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.4504021602,4504021602,"",RC3.OUTBOUND_STO,N,"",RC3.2164,RC3.3881,2024-06-01 05:01:00.000000,2024-06-02 04:59:00.000000,2024-06-02 05:01:00.000000,2024-06-03 04:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",36000.000000000000000,LB,36000.000000000000000,150.049999999999980,CUFT,150.049999999999980,"",50,"","","","","","","","","","","","",G,RC3.20240528-0077,"","","","","","","","",RC3.504096,"",32500.000000000000000,LB,32500.000000000000000,0.050000000000000,CUFT,0.050000000000000,"",50.000000000000000,"","",N,N,"","",TENDERED,"",BOOK_MODIFIED,"","","","","","","","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:55:03.000000,RC3.ADMIN,2024-05-28 17:56:54.000000,"","","",N,"","","","","","","","","","",RC3.703032562N,CAG,"","",ORDER_CREATE_SUCCESS,RCTH,"","","","","",0E-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:29.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012020387,0012020387,"",RC3.OUTBOUND_SO,N,"",RC3.3926,RC3.0020000101,2024-06-04 04:01:00.000000,2024-06-05 03:59:00.000000,2024-06-04 04:01:00.000000,2024-06-05 03:59:00.000000,"","","","",21630.939000000000000,LB,21630.939000000000000,967.490000000000000,CUFT,967.490000000000000,"",109,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",20271.886999999995000,LB,20271.886999999995000,909.243999999999900,CUFT,909.243999999999900,"",24.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,45G495,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:40:07.000000,RC3.ADMIN,2024-05-28 15:40:10.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",19.415000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:27.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0000121515-001,0000121515-001,"",RC3.INBOUND_PO,N,RC3.0000121515,RC3.0001054067,RC3.62110001,2024-05-28 18:49:04.000000,"",2024-06-13 04:01:00.000000,2024-06-14 03:59:00.000000,"",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"",BS,28016.569000000000000,LB,28016.569000000000000,1391.899000000000000,CUFT,1391.899000000000000,"",4707,"","","","","","","","","","","","",G,"","","","","","","","","",RC3.538098,"",26199.019000000000000,LB,26199.019000000000000,1314.000000000000200,CUFT,1314.000000000000200,"",26.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0000121515,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 13:49:02.000000,RC3.ADMIN,2024-05-28 13:49:30.000000,"","","",N,"","","","","","","","","","",RC3.703031767N,CAN,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.4504021538,4504021538,"",RC3.OUTBOUND_STO,N,"",RC3.2164,RC3.3880,2024-05-29 05:01:00.000000,2024-05-30 04:59:00.000000,2024-05-29 05:01:00.000000,2024-05-30 04:59:00.000000,"",RC3.USA_USA_TL_IM_LTL_POOL,"","",17376.975000000002000,LB,17376.975000000002000,486.591000000000000,CUFT,486.591000000000000,"",21,"","","","","","","","","","","","",G,RC3.20240528-0078,"","","","","","","","",RC3.504096,"",15906.975000000000000,LB,15906.975000000000000,423.591000000000000,CUFT,423.591000000000000,"",21.000000000000000,"","",N,N,"","",TENDERED,"",BOOK_MODIFIED,"","","","","","","","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",DO NOT BUNDLE,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:43:26.000000,RC3.ADMIN,2024-05-28 17:52:42.000000,"","","",N,"","","","","","","","","","",RC3.703032583N,CAG,"","",ORDER_CREATE_SUCCESS,RCTH,"","","","","",0E-15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:29.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012035687,0012035687,"",RC3.OUTBOUND_SO,N,"",RC3.3880,RC3.0020000138_2100EKENPRATTBL_80504_USA,2024-06-22 05:01:00.000000,2024-06-23 04:59:00.000000,2024-06-25 06:01:00.000000,2024-06-25 06:01:00.000000,"","","","",10448.064000000000000,LB,10448.064000000000000,1759.533999999999900,CUFT,1759.533999999999900,"",307,"","","","","","","","","","",RC3.0020000138_2100EKENPRATTBL_80504-5280_USA,"","","","","","","","","","","",RC3.504004,"",8060.278000000000000,LB,8060.278000000000000,1657.194000000000000,CUFT,1657.194000000000000,"",34.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 14:22:22.000000,RC3.ADMIN,2024-05-28 14:22:24.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",34.111000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:27.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551578-001,0004551578-001,"",RC3.INBOUND_PO,N,RC3.0004551578,RC3.0003009857,RC3.2101T013,2024-05-28 21:50:14.000000,"",2024-06-13 04:01:00.000000,2024-06-14 03:59:00.000000,"",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"",BS,48000.000000000000000,LB,48000.000000000000000,1536.000000000000000,CUFT,1536.000000000000000,"",48000,"","","","","","","","","","",RC3.2101,"",G,"","","","","","","","","",RC3.538098,"",48000.000000000000000,LB,48000.000000000000000,1536.000000000000000,CUFT,1536.000000000000000,"",1.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0004551578,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000000000010610,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 16:50:12.000000,RC3.ADMIN,2024-05-28 16:50:21.000000,"","","",N,"","","","","","","","","","",RC3.703032675N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012037331,0012037331,"",RC3.OUTBOUND_SO,N,"",RC3.5007,RC3.0020043624_299TRILLIUMDR_N2E1W9_CAN,2024-06-14 05:01:00.000000,2024-06-15 04:59:00.000000,2024-06-17 04:01:00.000000,2024-06-18 03:59:00.000000,"","","","",44355.020000000000000,LB,44355.020000000000000,2922.270000000000000,CUFT,2922.270000000000000,"",1,"","","","","","","","","","","","","","","","","","","","","","",RC3.504004,"",40225.020000000000000,LB,40225.020000000000000,2745.270000000000000,CUFT,2745.270000000000000,"",59.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:58:44.000000,RC3.ADMIN,2024-05-28 15:58:46.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",59.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:27.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551550-001,0004551550-001,"",RC3.INBOUND_PO,N,RC3.0004551550,RC3.0001007162,RC3.42080006,2024-05-28 20:31:21.000000,"",2024-06-18 05:01:00.000000,2024-06-19 04:59:00.000000,"",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"",BS,15925.724000000000000,LB,15925.724000000000000,114.114000000000000,CUFT,114.114000000000000,"",39200,"","","","","","","","","","",RC3.42080001,"",G,"","","","","","","","","",RC3.538098,"",14229.594000000001000,LB,14229.594000000001000,1.026000000000000,CUFT,1.026000000000000,"",38.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0004551550,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 16:31:18.000000,RC3.ADMIN,2024-05-28 16:32:47.000000,"","","",N,"","","","","","","","","","",RC3.703032624N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012036381,0012036381,"",RC3.CPU,N,"",RC3.3877,RC3.0020016019_2050EBEAMERST_95776_USA,2024-06-03 07:01:00.000000,2024-06-04 06:59:00.000000,"","","",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"","",1239.121000000000000,LB,1239.121000000000000,71.610000000000000,CUFT,71.610000000000000,"",111,"","","","","","","","","","",RC3.0020016019,"",G,RC3.CPU PLAN FOR ORDER WITH SHIP WITH-20240528153020,"","","","","","","","",RC3.504004,"",1140.771000000000000,LB,1140.771000000000000,67.395000000000000,CUFT,67.395000000000000,"",3.000000000000000,"","",N,N,"","",TENDERED,"","","","","",COL,FOB,ORIGIN,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",RC3.CPU,"","","","","","","","","",N,N,N,40738575,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","",Y,"","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 15:16:43.000000,RC3.ADMIN,2024-05-28 15:31:32.000000,"","","",N,"","","","","","","","","","",RC3.703032229N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",1.405000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:27.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551560-001,0004551560-001,"",RC3.INBOUND_PO,N,RC3.0004551560,RC3.0001000717,RC3.50140003,2024-05-28 20:37:05.000000,"",2024-06-25 05:01:00.000000,2024-06-26 04:59:00.000000,"",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"",BS,7063200.000000000000000,LB,7063200.000000000000000,470880.000000000000000,CUFT,470880.000000000000000,"",156960,"","","","","","","","","","",RC3.5014,"",G,"","","","","","","","","",RC3.538098,"",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"",156960.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0004551560,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 16:37:03.000000,RC3.ADMIN,2024-05-28 16:37:49.000000,"","","",N,"","","","","","","","","","",RC3.703032635N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551727-001,0004551727-001,"",RC3.INBOUND_PO,N,RC3.0004551727,RC3.0001037990,RC3.21010003,2024-05-28 21:50:04.000000,"",2024-06-10 04:01:00.000000,2024-06-11 03:59:00.000000,"",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"",BS,5188.500000000000000,LB,5188.500000000000000,395.475000000000000,CUFT,395.475000000000000,"",94500,"","","","","","","","","","",RC3.2101,"",G,"","","","","","","","","",RC3.538098,"",4063.500000000000000,LB,4063.500000000000000,320.475000000000000,CUFT,320.475000000000000,"",25.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0004551727,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000009876543210,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 17:50:02.000000,RC3.ADMIN,2024-05-28 17:50:12.000000,"","","",N,"","","","","","","","","","",RC3.703033208N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0004551809-001,0004551809-001,"",RC3.INBOUND_PO,N,RC3.0004551809,RC3.0001016322,RC3.42080003,2024-05-28 21:58:05.000000,"",2024-06-21 05:01:00.000000,2024-06-22 04:59:00.000000,"",RC3.USA-REGION_WORLD_VENDOR_CPU-CE,"",BS,42300.000000000000000,LB,42300.000000000000000,1354.840000000000100,CUFT,1354.840000000000100,"",40800,"","","","","","","","","","",RC3.4208,"",G,"","","","","","","","","",RC3.538098,"",40800.000000000000000,LB,40800.000000000000000,1294.840000000000100,CUFT,1294.840000000000100,"",20.000000000000000,"","",N,N,"","",TENDERED,"","","","","",PPD,FOB,DESTINATION,"",BOTH,N,"",RC3.ONE_TO_ONE_OB,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.CPU,"",RC3.NON-RAIL,"",RC3.VENDOR_EQUIP,"","","","",N,N,N,0004551809,"","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000007563295403,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.ADMIN,2024-05-28 17:58:04.000000,RC3.ADMIN,2024-05-28 17:58:14.000000,"","","",N,"","","","","","","","","","",RC3.703033280N,CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:26.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
RC3.0012037335,0012037335,"",RC3.OUTBOUND_SO,N,"",RC3.4044,RC3.0020024039_1401CREDITSTONE_L4K4N7_CAN,2024-07-12 05:01:00.000000,2024-07-13 04:59:00.000000,2024-07-15 04:01:00.000000,2024-07-16 03:59:00.000000,"","","","",43308.299999999996000,LB,43308.299999999996000,2163.570000000000000,CUFT,2163.570000000000000,"",1,"","","","","","","","","","",RC3.0020024039,"","","","","","","","","","","",RC3.504004,"",40438.299999999996000,LB,40438.299999999996000,2040.570000000000200,CUFT,2040.570000000000200,"",41.000000000000000,"","",N,N,"","","","","","","","",PPD,FOB,DESTINATION,"","",N,"",CAG_LINE_AS_IS,"","","","","","","","","","","",0E-15,USD,0E-15,"","","","","","",0E-15,LB,0E-15,0E-15,CUFT,0E-15,"","",RC3.NON_CPU,"",RC3.NON-RAIL,"","","","","","",N,N,N,"","","","","","","","","",MAY BE REQUIRED,"","","","","",N,MAY BE REQUIRED,"","","",N,"","","","","",N,"","",AUTOMATIC,N,NA,"","",0E-15,USD,0E-15,"","",BUFFER,"","","","","","","","","","","","","","","","",RC3.000000006251042590,N,N,"","","",6.0,1,"",N,"","","",RC3,RC3.SA_SI,2024-05-28 17:47:09.000000,RC3.ADMIN,2024-05-28 17:47:11.000000,"","","",N,"","","","","","","","","","","",CAG,"","",ORDER_CREATE_SUCCESS,"","","","","","",41.000000000000000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-28 13:18:27.000000,"","","","","","","","","","","","","","","","","","","","","","","",N,"",""
